Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
3974;87020086;UniCredit Bank - HypoVereinsbank AG;Chemnitz, Sachs;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3975;87020086;UniCredit Bank - HypoVereinsbank AG;Freiberg, Sachs;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3976;87020087;UniCredit Bank - HypoVereinsbank AG;Plauen, Vogtl;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3977;87020088;UniCredit Bank - HypoVereinsbank AG;Zwickau;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3978;87040000;Commerzbank;Chemnitz;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3979;87040000;Commerzbank;Freiberg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3980;87040000;Commerzbank;Plauen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3981;87040000;Commerzbank;Zwickau;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3982;87040000;Commerzbank;Annaberg-Buchholz;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3983;87040000;Commerzbank;Glauchau;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3984;87040000;Commerzbank;Mittweida;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3985;87040000;Commerzbank;Weischlitz;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3986;87050000;Sparkasse Chemnitz;Chemnitz;Finanz Informatik GmbH & Co. KG;DSGV;banking-sn4.s-fints-pt-sn.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.07.2016;;;;;
3987;87052000;Sparkasse Mittelsachsen;Freiberg;Finanz Informatik GmbH & Co. KG;DSGV;banking-sn4.s-fints-pt-sn.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.07.2016;;;;;
3988;87054000;Erzgebirgssparkasse;Stollberg /Erzgeb.;Finanz Informatik GmbH & Co. KG;DSGV;banking-sn4.s-fints-pt-sn.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.07.2016;;;;;
3989;87055000;Sparkasse Zwickau;Zwickau;Finanz Informatik GmbH & Co. KG;DSGV;banking-sn4.s-fints-pt-sn.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.07.2016;;;;;
3990;87058000;Sparkasse Vogtland;Klingenthal;Finanz Informatik GmbH & Co. KG;DSGV;banking-sn4.s-fints-pt-sn.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.07.2016;;;;;
3991;87069075;Volksbank Mittleres Erzgebirge;Olbernhau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3992;87069077;Vereinigte Raiffeisenbank Burgstädt;Burgstädt, Sachs;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3993;87070000;Deutsche Bank;Chemnitz, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
3994;87070000;Deutsche Bank;Annaberg-Buchholz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
3995;87070000;Deutsche Bank;Bahratal;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
3996;87070000;Deutsche Bank;Bautzen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
3997;87070000;Deutsche Bank;Crimmitschau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
3998;87070000;Deutsche Bank;Dresden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
3999;87070000;Deutsche Bank;Freiberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4000;87070000;Deutsche Bank;Freital;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4001;87070000;Deutsche Bank;Glauchau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4002;87070000;Deutsche Bank;Görlitz, Neiße;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4003;87070000;Deutsche Bank;Großenhain, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4004;87070000;Deutsche Bank;Hohenstein-Ernstthal;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4005;87070000;Deutsche Bank;Hoyerswerda;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4006;87070000;Deutsche Bank;Kamenz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4007;87070000;Deutsche Bank;Klingenthal;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4008;87070000;Deutsche Bank;Limbach-Oberfrohna;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4009;87070000;Deutsche Bank;Marienberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4010;87070000;Deutsche Bank;Meißen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4011;87070000;Deutsche Bank;Mittweida;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4012;87070000;Deutsche Bank;Kurort Oberwiesenthal;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4013;87070000;Deutsche Bank;Pirna;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4014;87070000;Deutsche Bank;Plauen, Vogtl;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4015;87070000;Deutsche Bank;Radebeul;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4016;87070000;Deutsche Bank;Reichenbach im Vogtland;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4017;87070000;Deutsche Bank;Riesa;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4018;87070000;Deutsche Bank;Schwarzenberg/Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4019;87070000;Deutsche Bank;Seifhennersdorf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4020;87070000;Deutsche Bank;Stollberg/Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4021;87070000;Deutsche Bank;Zittau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4022;87070000;Deutsche Bank;Zwickau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4023;87070000;Deutsche Bank;Aue, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4024;87070000;Deutsche Bank;Auerbach/Vogtl.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4025;87070000;Deutsche Bank;Burgstädt, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4026;87070000;Deutsche Bank;Coswig b Dresden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4027;87070000;Deutsche Bank;Heidenau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4028;87070000;Deutsche Bank;Lichtenstein/Sa.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4029;87070000;Deutsche Bank;Löbau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4030;87070000;Deutsche Bank;Meerane;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4031;87070000;Deutsche Bank;Niesky;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4032;87070000;Deutsche Bank;Radeberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4033;87070000;Deutsche Bank;Schneeberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4034;87070000;Deutsche Bank;Werdau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4035;87070000;Deutsche Bank;Frankenberg/Sa.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4036;87070024;Deutsche Bank Privat und Geschäftskunden;Chemnitz, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4037;87070024;Deutsche Bank Privat und Geschäftskunden;Annaberg-Buchholz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4038;87070024;Deutsche Bank Privat und Geschäftskunden;Aue, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4039;87070024;Deutsche Bank Privat und Geschäftskunden;Auerbach/Vogtl.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4040;87070024;Deutsche Bank Privat und Geschäftskunden;Bahratal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4041;87070024;Deutsche Bank Privat und Geschäftskunden;Bautzen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4042;87070024;Deutsche Bank Privat und Geschäftskunden;Burgstädt, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4043;87070024;Deutsche Bank Privat und Geschäftskunden;Coswig b Dresden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4044;87070024;Deutsche Bank Privat und Geschäftskunden;Crimmitschau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4045;87070024;Deutsche Bank Privat und Geschäftskunden;Dresden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4046;87070024;Deutsche Bank Privat und Geschäftskunden;Frankenberg/Sa.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4047;87070024;Deutsche Bank Privat und Geschäftskunden;Freiberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4048;87070024;Deutsche Bank Privat und Geschäftskunden;Freital;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4049;87070024;Deutsche Bank Privat und Geschäftskunden;Glauchau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4050;87070024;Deutsche Bank Privat und Geschäftskunden;Görlitz, Neiße;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4051;87070024;Deutsche Bank Privat und Geschäftskunden;Großenhain, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4052;87070024;Deutsche Bank Privat und Geschäftskunden;Heidenau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4053;87070024;Deutsche Bank Privat und Geschäftskunden;Hohenstein-Ernstthal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4054;87070024;Deutsche Bank Privat und Geschäftskunden;Hoyerswerda;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4055;87070024;Deutsche Bank Privat und Geschäftskunden;Kamenz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4056;87070024;Deutsche Bank Privat und Geschäftskunden;Klingenthal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4057;87070024;Deutsche Bank Privat und Geschäftskunden;Kurort Oberwiesenthal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4058;87070024;Deutsche Bank Privat und Geschäftskunden;Lichtenstein/Sa.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4059;87070024;Deutsche Bank Privat und Geschäftskunden;Limbach-Oberfrohna;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4060;87070024;Deutsche Bank Privat und Geschäftskunden;Löbau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4061;87070024;Deutsche Bank Privat und Geschäftskunden;Marienberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4062;87070024;Deutsche Bank Privat und Geschäftskunden;Meerane;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4063;87070024;Deutsche Bank Privat und Geschäftskunden;Meißen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4064;87070024;Deutsche Bank Privat und Geschäftskunden;Mittweida;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4065;87070024;Deutsche Bank Privat und Geschäftskunden;Niesky;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4066;87070024;Deutsche Bank Privat und Geschäftskunden;Pirna;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4067;87070024;Deutsche Bank Privat und Geschäftskunden;Plauen, Vogtl;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4068;87070024;Deutsche Bank Privat und Geschäftskunden;Radeberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4069;87070024;Deutsche Bank Privat und Geschäftskunden;Radebeul;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4070;87070024;Deutsche Bank Privat und Geschäftskunden;Reichenbach im Vogtland;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4071;87070024;Deutsche Bank Privat und Geschäftskunden;Riesa;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4072;87070024;Deutsche Bank Privat und Geschäftskunden;Schneeberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4073;87070024;Deutsche Bank Privat und Geschäftskunden;Schwarzenberg/Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4074;87070024;Deutsche Bank Privat und Geschäftskunden;Seifhennersdorf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4075;87070024;Deutsche Bank Privat und Geschäftskunden;Stollberg/Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4076;87070024;Deutsche Bank Privat und Geschäftskunden;Werdau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4077;87070024;Deutsche Bank Privat und Geschäftskunden;Zittau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4078;87070024;Deutsche Bank Privat und Geschäftskunden;Zwickau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
4079;87095824;Volksbank Vogtland;Plauen, Vogtl;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
4080;87095934;Volksbank Zwickau;Zwickau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
4081;87095974;Volksbank-Raiffeisenbank Glauchau;Glauchau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
4082;87096034;Volksbank Erzgebirge;Annaberg-Buchholz;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
4083;87096124;Volksbank;Mittweida;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
4084;87096214;Volksbank Chemnitz;Chemnitz, Sachs;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
4085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
